surface_tension,molecular_formula,density_liquid,enthalpy_vaporization,enthalpy_vaporization_boiling,thermal_expansion,C,Br,Cl,F,N,O,H,I,S,Si,Al,Ga,P,B,molecular_weight
30.82,C5H8O3,1.008,37.444,53.893,0.00089259,5.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.115443
32.51,C5H8O3,1.072,38.624,43.125,0.00095778,5.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.115443
28.63,C5H9Br,1.2541,33.378,36.64,0.0010372,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
27.82,C5H9Br,1.231,33.378,34.37,0.0010467,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
28.74,C5H9Br,1.231,33.714,34.37,0.0010467,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
27.58,C5H9Br,1.222,33.378,33.538,0.0010481,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
27.52,C5H9Br,1.22,33.378,33.681,0.0010484,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
27.25,C5H9Br,1.2359,33.114,33.773,0.0010459,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
31.78,C5H9Br,1.2527,34.537,35.662,0.0010434,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
30.55,C5H9Br,1.248,34.111,38.184,0.0010382,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
28.31,C5H9Br,1.2487,33.378,35.112,0.001044,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
28.31,C5H9Br,1.2487,33.378,35.112,0.001044,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
29.05,C5H9Br,1.2695,33.378,33.811,0.0010349,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
28.89,C5H9Br,1.27,33.378,33.826,0.0010408,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
28.89,C5H9Br,1.27,33.378,33.826,0.0010408,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
28.94,C5H9Br,1.2655,33.378,35.661,0.0010355,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
28.78,C5H9Br,1.266,33.378,33.642,0.0010414,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
28.78,C5H9Br,1.266,33.378,33.642,0.0010414,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
27.83,C5H9Br,1.2261,33.378,36.31,0.0010427,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
28.79,C5H9Br,1.2663,33.378,34.198,0.0010413,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
28.79,C5H9Br,1.2663,33.378,34.198,0.0010413,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
28.93,C5H9Br,1.265,33.378,35.32,0.0010356,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
28.77,C5H9Br,1.2657,33.378,35.298,0.0010414,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
28.77,C5H9Br,1.2657,33.378,35.298,0.0010414,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
27.97,C5H9Br,1.2365,33.378,34.286,0.0010458,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
27.8,C5H9Br,1.23,33.378,32.774,0.0010469,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
27.8,C5H9Br,1.23,33.378,33.111,0.0010469,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
27.77,C5H9Br,1.229,33.378,33.6,0.001047,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
27.77,C5H9Br,1.229,33.378,33.6,0.001047,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
27.77,C5H9Br,1.229,33.378,32.598,0.001047,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
27.8,C5H9Br,1.23,33.378,32.169,0.0010469,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
27.52,C5H9Br,1.22,33.378,33.041,0.0010484,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
28.34,C5H9Br,1.25,33.378,34.93,0.0010438,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
28.34,C5H9Br,1.25,33.378,34.93,0.0010438,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
29.12,C5H9Br,1.2784,33.378,33.72,0.0010395,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
30.35,C5H9Br,1.282,33.775,34.112,0.001039,5.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.02866899999998
25.96,C5H9Cl,0.903,32.39,30.986,0.0011182,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.96,C5H9Cl,0.903,32.39,30.986,0.0011182,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.93,C5H9Cl,0.902,32.39,30.778,0.0011184,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.67,C5H9Cl,0.8945,32.39,31.187,0.0011202,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.14,C5H9Cl,0.8794,32.39,31.544,0.0011237,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
26.36,C5H9Cl,0.9072,32.486,32.367,0.0011173,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
26.14,C5H9Cl,0.905,32.39,35.183,0.0011137,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.84,C5H9Cl,0.8996,32.39,32.83,0.001119,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
26.43,C5H9Cl,0.9165,32.39,32.92,0.0011152,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
26.09,C5H9Cl,0.9017,32.39,31.406,0.0011117,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.86,C5H9Cl,0.9,32.39,31.062,0.0011189,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.86,C5H9Cl,0.9,32.39,31.062,0.0011189,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
26.29,C5H9Cl,0.9075,32.39,30.002,0.0011104,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.63,C5H9Cl,0.8935,32.39,30.884,0.0011204,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.63,C5H9Cl,0.8935,32.39,30.884,0.0011204,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.82,C5H9Cl,0.8938,32.39,33.534,0.0011135,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.68,C5H9Cl,0.8948,32.39,31.47,0.0011201,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.68,C5H9Cl,0.8948,32.39,31.47,0.0011201,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
26.01,C5H9Cl,0.8993,32.39,35.183,0.0011123,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.82,C5H9Cl,0.899,32.39,32.74,0.0011191,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.82,C5H9Cl,0.899,32.39,32.74,0.0011191,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.86,C5H9Cl,0.9,32.39,30.884,0.0011189,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.86,C5H9Cl,0.9,32.39,30.884,0.0011189,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
26.66,C5H9Cl,0.9231,32.39,28.94,0.0011137,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.86,C5H9Cl,0.9,32.39,31.114,0.0011189,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.86,C5H9Cl,0.9,32.39,31.114,0.0011189,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.86,C5H9Cl,0.9,32.39,32.03,0.0011189,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.86,C5H9Cl,0.9,32.39,30.685,0.0011189,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.12,C5H9Cl,0.8786,32.39,29.477,0.0011239,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
25.86,C5H9Cl,0.9,32.39,31.09800000000001,0.0011189,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
26.82,C5H9Cl,0.9276,32.39,32.491,0.0011127,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
26.66,C5H9Cl,0.9232,32.39,32.223,0.0011137,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
26.01,C5H9Cl,0.9043,32.39,31.005,0.0011179,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
26.45,C5H9Cl,0.917,32.39,31.552,0.0011151,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
27.0,C5H9Cl,0.9327,32.39,35.875,0.0011116,5.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.578069
29.12,C5H9Cl3,1.184,39.091,37.385,0.0010772,5.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.483869
31.21,C5H9Cl3,1.2461,39.091,39.783,0.0010624,5.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.483869
30.06,C5H9Cl3,1.2023,39.091,39.64,0.0010632,5.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.483869
31.77,C5H9Cl3,1.271,39.091,38.878,0.0010645,5.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.483869
25.71,C5H9F,0.8184,28.602,26.98,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.98,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.163,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.103,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.103,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
24.62,C5H9F,0.789,28.602,28.65,0.0017755,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.98,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.98,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.763,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.763,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.763,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.763,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.702,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.702,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.98,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.98,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.763,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.763,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,25.894,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.163,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.702,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.702,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,25.38,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.103,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.763,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.763,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.763,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
25.71,C5H9F,0.8184,28.602,26.549,0.0017617,5.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.123572163
23.12,C5H9F3,0.989,29.26,27.575,0.0020505,5.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.12037848899999
26.97,C5H9N,0.794,35.893,37.291,0.00099031,5.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.131872
27.79,C5H9N,0.7823,34.376,35.345,0.00099284,5.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.131872
25.93,C5H9N,0.7862,34.66,35.819,0.00099199,5.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.131872
21.23,C5H9N,0.7655,31.733,32.868,0.00099655,5.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.131872
19.73,C5H9N,0.7477,31.263,31.586,0.0010006,5.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.131872
26.18,C5H9N,0.786,33.657,36.196,0.00099203,5.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.131872
42.51,C5H9NO,1.025,41.744,44.719,0.00078593,5.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.131277
44.07,C5H9NO2,1.1477,43.03,45.053,0.00074276,5.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.13068200000001
14.74,C5H10,0.6554,24.745,24.557,0.001648,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.13311
18.34,C5H10,0.6889,26.039,25.947,0.0014507,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.13311
16.18,C5H10,0.6648,25.345,25.173,0.0015778,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.13311
18.07,C5H10,0.679,26.048,26.106,0.001493,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.13311
18.24,C5H10,0.6884,26.316,25.428,0.001581,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.13311
21.71,C5H10,0.75,27.281,27.259,0.0013681,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.13311
15.46,C5H10,0.635,25.576,25.705,0.0017017,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.13311
16.24,C5H10,0.65,26.103,25.995,0.0017172,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.13311
16.8,C5H10,0.65,26.113,26.539,0.0016546,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.13311
16.41,C5H10,0.643,26.076,26.252,0.0016424,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.13311
14.78,C5H10,0.645,25.604,25.585,0.0016916,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.13311
13.8,C5H10,0.622,24.58,24.386,0.0018396,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.13311
17.06,C5H10,0.657,26.289,26.482,0.001673,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.13311
31.39,C5H10Br2,1.654,40.491,42.12300000000001,0.00087421,5.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.94010999999998
28.25,C5H10Br2,1.6641,39.146,42.511,0.00087332,5.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.94010999999998
31.49,C5H10Br2,1.6583,40.491,43.094,0.00087383,5.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.94010999999998
31.97,C5H10Br2,1.6791,40.491,44.067,0.00087201,5.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.94010999999998
40.56,C5H10Br2,1.6948,43.7,46.679,0.00087066,5.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.94010999999998
31.06,C5H10Br2,1.64,40.491,40.343,0.00087545,5.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.94010999999998
31.84,C5H10Br2,1.6735,40.491,41.583,0.0008725,5.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.94010999999998
31.53,C5H10Br2,1.66,40.491,40.057,0.00087368,5.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.94010999999998
31.53,C5H10Br2,1.66,40.491,40.966,0.00087368,5.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.94010999999998
31.49,C5H10Br2,1.6584,40.491,40.628,0.00087382,5.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.94010999999998
35.09,C5H10Br2,1.8129,40.491,40.966,0.00086083,5.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.94010999999998
32.57,C5H10Br2,1.7048,40.491,41.398,0.0008698,5.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.94010999999998
31.53,C5H10Br2,1.66,40.491,40.966,0.00087368,5.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.94010999999998
31.78,C5H10Br2,1.6707,40.491,40.966,0.00087274,5.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.94010999999998
31.67,C5H10Br2,1.666,40.491,40.31800000000001,0.00087315,5.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.94010999999998
31.99,C5H10Br2,1.68,40.491,39.907,0.00087193,5.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.94010999999998
32.69,C5H10Br2,1.7099,40.491,41.572,0.00086936,5.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.94010999999998
31.58,C5H10Br2,1.6622,40.491,42.12300000000001,0.00087349,5.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.94010999999998
32.14,C5H10Br2,1.6865,40.491,41.2,0.00087137,5.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.94010999999998
28.12,C5H10Cl2,1.048,36.724,35.994,0.00099957,5.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.03891
28.61,C5H10Cl2,1.0735,36.597,36.652,0.00099536,5.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.03891
29.15,C5H10Cl2,1.0794,36.724,37.383,0.0009944,5.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.03891
32.25,C5H10Cl2,1.0699,37.907,38.024,0.00099595,5.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.03891
35.75,C5H10Cl2,1.096,39.633,40.974,0.00099173,5.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.03891
22.98,C5H10Cl2,1.036,34.726,34.174,0.0010016,5.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.03891
26.62,C5H10Cl2,1.0749,35.813,35.599,0.00099513,5.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.03891
