surface_tension,molecular_formula,density_liquid,enthalpy_vaporization,enthalpy_vaporization_boiling,thermal_expansion,C,Br,Cl,F,N,O,H,I,S,Si,Al,Ga,P,B,molecular_weight
28.02,C12H24,0.892,43.927,42.844,0.00085887,12.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.319464
23.42,C12H24,0.8115,43.208,42.986,0.00086881,12.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.319464
25.14,C12H24,0.756,42.803,43.704,0.00091938,12.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.319464
23.04,C12H24,0.7761,42.249,44.868,0.00091526,12.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.319464
23.04,C12H24,0.7761,42.249,44.868,0.00091526,12.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.319464
22.36,C12H24,0.7584,42.249,42.421,0.00091888,12.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.319464
23.04,C12H24,0.7726,42.249,32.877,0.0009117,12.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.319464
23.04,C12H24,0.7813,42.249,42.827,0.00092045,12.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.319464
17.33,C12H24,0.7552,39.681,33.032,0.0009258,12.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.319464
23.04,C12H24,0.7813,42.249,33.032,0.00092045,12.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.319464
22.63,C12H24O,0.835,45.212,50.347,0.00083173,12.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.318869
24.54,C12H24O,0.8237,46.035,45.795,0.00085193,12.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.318869
24.07,C12H24O,0.8288,45.725,45.737,0.00085106,12.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.318869
24.11,C12H24O,0.83,45.725,45.737,0.00085085,12.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.318869
24.11,C12H24O,0.83,45.725,45.737,0.00085085,12.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.318869
24.11,C12H24O,0.83,45.725,45.737,0.00085085,12.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.318869
23.62,C12H24O,0.817,45.725,42.747,0.00085306,12.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.318869
25.44,C12H24O,0.8082,44.274,42.843,0.00093245,12.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.318869
23.79,C12H24O2,0.8678,45.218,46.917,0.00092854,12.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.318274
23.79,C12H24O2,0.8678,45.218,45.534,0.00092854,12.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.318274
23.79,C12H24O2,0.8678,45.218,44.365,0.00092854,12.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.318274
23.79,C12H24O2,0.8678,45.218,46.984,0.00092854,12.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.318274
22.2,C12H24O2,0.8589,44.714,45.534,0.00093437,12.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.318274
25.33,C12H24O2,0.8623,45.933,45.65,0.00092951,12.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.318274
25.43,C12H24O2,0.8595,45.931,45.727,0.00092417,12.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.318274
25.33,C12H24O2,0.8583,45.932,45.669,0.00092602,12.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.318274
25.24,C12H24O2,0.8588,45.892,45.197,0.00092593,12.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.318274
28.51,C12H24O2,0.861,45.895,45.293,0.00092555,12.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.318274
23.7,C12H24O2,0.8613,45.218,46.136,0.00092549,12.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.318274
23.79,C12H24O2,0.8669,45.218,46.136,0.00092777,12.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.318274
30.22,C12H25Br,1.0355,48.905,48.61600000000001,0.00088337,12.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.230905
28.67,C12H25Br,1.02,48.22,48.61600000000001,0.00088545,12.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.230905
25.97,C12H25Cl,0.863,47.383,47.386,0.00085304,12.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.780305
34.35,C12H25F,0.8356,45.849,43.706,0.00084056,12.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.325808163
24.94,C12H26,0.745,43.073,44.343,0.00086261,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.29,C12H26,0.7613,41.401,42.18600000000001,0.00087684,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
25.58,C12H26,0.7485,42.586,42.268,0.00087959,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
25.12,C12H26,0.7478,42.413,42.172,0.00087974,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
24.41,C12H26,0.7476,42.124,41.88399999999999,0.00087978,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
24.4,C12H26,0.7475,42.124,41.88399999999999,0.0008798,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.01,C12H26,0.7406,41.643,41.40600000000001,0.00088131,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
24.6,C12H26,0.7521,42.124,41.88399999999999,0.00087881,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.85,C12H26,0.742,41.547,41.31,0.000881,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.55,C12H26,0.7451,41.355,41.119,0.00088032,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.55,C12H26,0.7452,41.355,41.119,0.0008803,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.42,C12H26,0.7455,41.739,41.502,0.00088024,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.89,C12H26,0.7461,41.932,41.69300000000001,0.00088011,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.65,C12H26,0.7404,41.932,41.69300000000001,0.00088135,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.92,C12H26,0.7523,41.835,41.597,0.00087877,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
24.59,C12H26,0.7576,42.028,41.789,0.00087763,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.2,C12H26,0.7509,41.547,41.31,0.00087907,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.42,C12H26,0.751,41.643,41.40600000000001,0.00087905,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.66,C12H26,0.7513,41.739,41.502,0.00087898,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
24.36,C12H26,0.7519,42.028,41.789,0.00087885,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.01,C12H26,0.7514,41.451,41.215,0.00087896,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.88,C12H26,0.7569,41.739,41.502,0.00087778,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.75,C12H26,0.7504,41.355,41.119,0.00087918,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.98,C12H26,0.7507,41.451,41.215,0.00087911,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.57,C12H26,0.751,41.259,41.024,0.00087905,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.65,C12H26,0.7567,41.643,41.40600000000001,0.00087782,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.37,C12H26,0.7552,41.547,41.31,0.00087814,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.06,C12H26,0.743,40.683,40.451,0.00088078,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.06,C12H26,0.743,40.683,40.451,0.00088078,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
20.88,C12H26,0.7433,40.587,40.355,0.00088072,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.88,C12H26,0.7439,41.067,40.833,0.00088059,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.61,C12H26,0.7367,41.067,40.833,0.00088216,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
24.1,C12H26,0.7623,41.739,41.502,0.00087663,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.61,C12H26,0.7612,41.547,41.31,0.00087686,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.5,C12H26,0.7546,41.163,40.928,0.00087827,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.93,C12H26,0.7549,41.355,41.119,0.00087821,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.6,C12H26,0.7555,41.643,41.406,0.00087808,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.15,C12H26,0.7497,41.547,41.31,0.00087933,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.07,C12H26,0.7485,40.587,40.355,0.00087959,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.28,C12H26,0.7543,41.067,40.833,0.00087834,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.44,C12H26,0.748,40.779,40.546,0.00087969,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.86,C12H26,0.7485,40.971,40.737,0.00087959,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
20.96,C12H26,0.7403,40.683,40.451,0.00088137,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.07,C12H26,0.7485,40.587,40.355,0.00087959,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.49,C12H26,0.7545,41.163,40.928,0.00087829,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.85,C12H26,0.7484,40.971,40.737,0.00087961,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.24,C12H26,0.7427,40.779,40.546,0.00088085,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.08,C12H26,0.749,40.587,40.355,0.00087948,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.16,C12H26,0.7552,41.451,41.215,0.00087814,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.52,C12H26,0.7498,41.259,41.024,0.00087931,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
24.35,C12H26,0.7683,41.739,41.502,0.00087536,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.3,C12H26,0.7548,40.587,40.355,0.00087823,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.31,C12H26,0.7551,41.067,40.833,0.00087816,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.96,C12H26,0.7557,41.355,41.119,0.00087804,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.88,C12H26,0.7679,41.547,41.31,0.00087544,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.94,C12H26,0.7605,41.259,41.024,0.00087701,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.61,C12H26,0.7611,41.547,41.31,0.00087688,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.48,C12H26,0.7544,40.683,40.451,0.00087831,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.93,C12H26,0.7604,41.259,41.024,0.00087703,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.28,C12H26,0.7543,41.067,40.833,0.00087834,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.3,C12H26,0.7548,40.587,40.355,0.00087823,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.42,C12H26,0.7675,41.355,41.119,0.00087552,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.47,C12H26,0.7543,40.683,40.451,0.00087834,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.42,C12H26,0.7673,41.355,41.119,0.00087557,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.39,C12H26,0.7667,41.355,41.119,0.00087569,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
24.1,C12H26,0.7733,41.547,41.31,0.0008743,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.71,C12H26,0.7655,41.067,40.833,0.00087595,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.85,C12H26,0.759,40.779,40.546,0.00087733,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.28,C12H26,0.7596,40.971,40.737,0.0008772,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.05,C12H26,0.7537,40.971,40.737,0.00087846,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.83,C12H26,0.7586,40.779,40.546,0.00087741,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
20.63,C12H26,0.7522,40.299,40.069,0.00087879,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
20.05,C12H26,0.7462,40.107,39.878,0.00088009,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
19.81,C12H26,0.7405,40.088,39.859,0.00088133,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
19.88,C12H26,0.7468,40.011,39.783,0.00087995,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.23,C12H26,0.7529,40.587,40.355,0.00087864,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
19.85,C12H26,0.7406,40.107,39.878,0.00088131,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
20.09,C12H26,0.7476,40.107,39.878,0.00087978,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.22,C12H26,0.7474,40.683,40.451,0.00087982,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
19.69,C12H26,0.736,40.107,39.878,0.00088232,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
24.55,C12H26,0.7789,41.643,41.40600000000001,0.00087313,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.49,C12H26,0.7652,40.971,40.737,0.00087601,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.93,C12H26,0.7658,41.163,40.928,0.00087588,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.7,C12H26,0.7598,41.163,40.928,0.00087716,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.16,C12H26,0.7717,41.163,40.928,0.00087464,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.34,C12H26,0.771,41.259,41.024,0.00087479,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.68,C12H26,0.7647,41.067,40.833,0.00087612,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.24,C12H26,0.7587,40.971,40.737,0.00087739,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.44,C12H26,0.7585,41.067,40.833,0.00087744,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.68,C12H26,0.7648,41.067,40.833,0.0008761,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.2,C12H26,0.7521,40.587,40.355,0.00087881,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.06,C12H26,0.7594,40.875,40.641,0.00087724,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.68,C12H26,0.7592,41.163,40.928,0.00087729,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.86,C12H26,0.7648,40.683,40.451,0.0008761,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
20.25,C12H26,0.7519,40.107,39.878,0.00087885,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
19.88,C12H26,0.7466,40.011,39.783,0.00088,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.07,C12H26,0.7649,40.779,40.546,0.00087607,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.46,C12H26,0.7645,40.971,40.737,0.00087616,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
20.48,C12H26,0.7518,40.232,40.002,0.00087887,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
20.63,C12H26,0.7523,40.299,40.069,0.00087877,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.5,C12H26,0.7654,40.971,40.737,0.00087597,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.93,C12H26,0.7657,41.163,40.928,0.0008759,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
25.07,C12H26,0.7861,41.739,41.502,0.00087164,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.85,C12H26,0.7783,41.355,41.119,0.00087326,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.16,C12H26,0.7718,41.163,40.928,0.00087462,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.36,C12H26,0.7713,41.259,41.024,0.00087472,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.27,C12H26,0.765,40.875,40.641,0.00087605,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
21.36,C12H26,0.758,40.558,40.326,0.00087754,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
24.79,C12H26,0.785,41.643,41.40600000000001,0.00087187,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.94,C12H26,0.7715,41.067,40.833,0.00087468,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
23.62,C12H26,0.778,41.259,41.024,0.00087332,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
24.04,C12H26,0.7775,41.451,41.215,0.00087343,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
24.59,C12H26,0.7856,41.547,41.31,0.00087175,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
24.8,C12H26,0.791,41.547,41.31,0.00087064,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.93,C12H26,0.777,40.971,40.737,0.00087353,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
22.5,C12H26,0.771,40.875,40.641,0.00087479,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
25.23,C12H26,0.79,41.739,41.502,0.00087084,12.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33534600000002
