surface_tension,molecular_formula,density_liquid,enthalpy_fusion,enthalpy_vaporization,enthalpy_vaporization_boiling,thermal_expansion,VDW_area,VDW_volume,C,Br,Cl,O,F,H,N,I,Si,S,molecular_weight
23.55,C10H20,0.737,13.81,38.37,39.358,0.001001,14510000000.0,105.69,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,140.26622
23.0,C10H20,0.7631,21.3,38.368,39.97,0.0010133,14500000000.0,105.56,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,140.26622
23.0,C10H20,0.7631,22.6,38.368,40.027,0.0010133,14500000000.0,105.56,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,140.26622
23.0,C10H20,0.7631,18.1,38.368,39.214,0.0010133,14500000000.0,105.68,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,140.26622
23.71,C10H20,0.8196,12.2,39.039,39.8,0.00095234,13120000000.0,101.14,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,140.26622
23.38,C10H20,0.8038,11.2,39.154,39.637,0.00095552,12890000000.0,101.12,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,140.26622
30.04,C8H12S,0.9967,14.9,39.8,41.113,0.00086414,11190000000.0,86.96,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,140.246012
25.93,C10H18,0.762,24.63,39.097,39.652,0.00097568,14390000000.0,105.3,10.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,138.250338
31.66,C10H18,0.894,14.414,40.86,39.801,0.00085652,11370000000.0,94.26,10.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,138.250338
29.38,C10H18,0.868,3.244,40.285,38.62,0.00089742,11370000000.0,94.26,10.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,138.250338
18.34,CCl3F,1.477,7.9,24.917,25.156,0.0016193,6610000000.0,46.05,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,137.367843163
40.55,C7H7NO2,1.152,19.2,44.492,45.51,0.00078295,9180000000.0,72.99,7.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,137.13628
41.14,C7H7NO2,1.158,11.476,43.748,46.01,0.00078229,9180000000.0,72.99,7.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,137.13628
25.91,C4H9Br,1.269,9.23,32.109,34.552,0.001234,8250000000.0,58.76,4.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,137.01792899999998
24.67,C4H9Br,1.253,6.88,31.169,32.371,0.0012368,8250000000.0,58.9,4.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,137.01792899999998
37.27,C8H8O2,1.085,13.9,41.499,44.023,0.00090122,9530000000.0,73.91,8.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,136.148258
30.1,C6H14O3,0.942,17.8,37.912,41.232,0.0010015,11440000000.0,79.36,6.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,134.173829
51.51,C6H14O3,1.018,22.7,44.612,62.209,0.00092091,11600000000.0,81.14,6.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,134.173829
36.82,C6H14O3,0.984,16.3,41.73,46.729,0.00092805,11530000000.0,80.26,6.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,134.173829
25.02,C2H3Cl3,1.33,2.35,29.594,29.839,0.0013066,7580000000.0,53.72,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,133.404003
33.75,C2H3Cl3,1.435,10.9,33.317,34.62,0.0012569,7360000000.0,53.11,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,133.404003
27.26,C7H16S,0.839,25.384,39.346,40.389,0.00097729,12540000000.0,89.86,7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,132.26703600000002
22.47,C7H16S,0.839,18.016,37.169,40.601,0.00097729,12290000000.0,89.29,7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,132.26703600000002
22.47,C7H16S,0.839,18.016,37.169,40.601,0.00097729,12290000000.0,89.29,7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,132.26703600000002
23.21,C7H16S,0.839,18.016,37.511,38.564,0.00097729,12290000000.0,89.29,7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,132.26703600000002
31.08,C6H12O3,0.97,17.2,37.391,40.384,0.0011103,10900000000.0,76.93,6.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,132.157947
25.61,C6H12O3,0.985,13.52,34.295,37.72,0.0010181,9870000000.0,72.45,6.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,132.157947
28.73,C2HCl3,1.4556,8.45,30.812,31.624,0.0011359,7130000000.0,49.58,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,131.388121
26.01,C8H18O,0.817,19.7,39.614,44.163,0.0010159,13020000000.0,93.31,8.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,130.228263
30.36,C8H18O,0.83,19.597,39.901,50.804,0.00097808,13020000000.0,93.31,8.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,130.228263
22.44,C8H18O,0.764,16.6,35.988,37.346,0.0010959,12880000000.0,91.92,8.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,130.228263
17.95,C8H18O,0.759,10.618,33.997,34.297,0.0011482,12920000000.0,92.4,8.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,130.228263
16.28,C8H18O,0.76,8.38,32.665,32.187,0.0012454,13320000000.0,92.38,8.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,130.228263
27.75,C7H14O2,0.9179,15.13,43.651,51.731,0.00089961,11930000000.0,84.34,7.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,130.185164
25.1,C7H14O2,0.872,16.5,36.464,38.54,0.0010788,11840000000.0,83.46,7.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,130.185164
24.83,C7H14O2,0.872,17.2,36.369,38.663,0.0010981,11840000000.0,83.46,7.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,130.185164
24.55,C7H14O2,0.868,17.8,36.083,37.487,0.0011023,11840000000.0,83.66,7.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,130.185164
23.24,C7H14O2,0.865,14.732,35.058,36.614,0.0011249,11830000000.0,83.45,7.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,130.185164
31.79,C6H10O3,1.023,17.264,39.705,43.609,0.00093027,10740000000.0,74.7,6.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,130.142065
35.44,C2H2Cl2O2,1.553,12.34,40.975,49.505,0.00085494,7270000000.0,51.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,128.941972
40.5,C6H5ClO,1.255,12.523,38.231,40.124,0.00087536,7870000000.0,63.36,6.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,128.55644999999998
29.1,C8H16O,0.82,25.86,38.772,39.947,0.00095433,12590000000.0,90.19,8.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,128.212381
24.13,C8H16O,0.819,21.339,38.098,40.653,0.00095352,12580000000.0,90.18,8.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,128.212381
26.57,C8H16O,0.815,24.419,38.944,51.58,0.0009824,12590000000.0,90.19,8.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,128.212381
22.04,C7H12O2,0.885,13.452,35.058,37.562,0.0011585,10800000000.0,78.3,7.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,128.169282
26.18,C7H12O2,0.897,13.452,36.536,37.627,0.0011558,11610000000.0,79.95,7.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,128.169282
48.54,C6H6ClN,1.211,10.152,44.443,46.141,0.00078229,9090000000.0,66.44,6.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,127.571689
44.01,C6H6ClN,1.1531,11.883,42.398,46.495,0.00080281,9090000000.0,66.44,6.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,127.571689
35.42,C4H8Cl2,1.135,14.51,35.514,37.964,0.0010461,9000000000.0,64.16,4.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,127.01228800000001
36.86,C7H7Cl,1.097,10.214,39.518,40.578,0.00090434,8450000000.0,67.69,7.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,126.583667
34.7,C7H7Cl,1.082,8.37,37.526,38.35,0.00090658,8530000000.0,68.99,7.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,126.583667
31.23,C7H7Cl,1.063,13.55,37.893,38.947,0.00090947,8530000000.0,68.99,7.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,126.583667
30.14,C4H6Cl2,1.153,13.402,33.745,35.795,0.0010895,8780000000.0,61.24,4.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,124.99640600000001
43.43,C4H6Cl2,1.188,14.712,37.006,38.332,0.0010835,8460000000.0,60.24,4.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,124.99640600000001
31.21,C4H6Cl2,1.187,14.712,33.745,38.792,0.0010837,8460000000.0,60.64,4.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,124.99640600000001
31.39,C4H6Cl2,1.148,9.707,34.205,34.321,0.0010903,8480000000.0,61.28,4.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,124.99640600000001
41.61,C6H8N2O,1.044,17.2,44.528,62.053,0.00067996,10380000000.0,74.02,6.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0,124.14077900000001
43.23,C6H5NO2,1.199,10.815,42.591,44.079,0.00080932,7760000000.0,61.84,6.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,123.109658
25.25,C3H7Br,1.345,6.527,29.285,30.286,0.0012918,6900000000.0,48.53,3.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,122.991307
22.86,C3H7Br,1.3054,6.53,28.268,28.837,0.0013234,6890000000.0,48.52,3.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,122.991307
30.53,C4H10S2,0.993,9.4,36.959,37.53,0.00091467,9530000000.0,70.49,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,122.25197
32.47,C8H10O,0.961,11.6,38.695,41.021,0.00091771,9280000000.0,72.64,8.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,122.16473500000001
45.26,C8H10O,1.0076,9.41,43.073,43.048,0.00071833,9430000000.0,74.46,8.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,122.16473500000001
32.45,C8H10O,1.015,12.84,42.591,48.77,0.00073274,9330000000.0,73.78,8.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,122.16473500000001
35.95,C8H11N,0.949,11.56,40.86,42.832,0.00088152,9680000000.0,76.71,8.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,121.179974
35.64,C8H11N,0.977,12.2,42.466,46.788,0.00077038,9810000000.0,77.76,8.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,121.179974
25.59,C8H11N,0.913,9.54,38.753,39.511,0.00091641,11070000000.0,78.95,8.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,121.179974
30.37,C3H5Br,1.3899,7.5310000000000015,29.257,30.957,0.0011681,6370000000.0,45.04,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,120.975425
3.95,C2HF5,1.2166,2.25,18.372,19.147,0.005306,6320000000.0,40.11,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,120.021436815
26.68,CHCl3,1.48,8.8,28.389,29.785,0.0013026,7660000000.0,43.5,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,119.377381
27.5,C6H14S,0.837,18.012,36.864,37.812,0.001024,11200000000.0,79.63,6.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,118.240414
25.36,C6H14S,0.839,15.425999999999998,36.293,35.936,0.0010236,10940000000.0,79.06,6.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,118.240414
26.47,C6H14S,0.833,12.39,36.217,36.736,0.0010249,10940000000.0,79.06,6.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,118.240414
26.29,C6H14S,0.833,12.14,35.988,36.652,0.0010249,10920000000.0,79.06,6.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,118.240414
23.18,C6H14S,0.822,10.42,34.186,35.229,0.0010273,10920000000.0,79.04,6.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,118.240414
26.55,C6H14O2,0.896,19.1,38.772,46.153,0.00099286,10930000000.0,76.56,6.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,118.174424
26.55,C6H14O2,0.918,16.0,41.36,61.38800000000001,0.00076382,9740000000.0,69.39,6.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,118.174424
8.34,C2ClF3,1.275,5.553,20.155,21.364,0.0029697,6490000000.0,40.26,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,116.46958948899999
31.95,C7H16O,0.82,18.175,39.135,45.769,0.00095812,11680000000.0,83.09,7.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,116.201641
30.14,C7H16O,0.814,14.451,37.607,30.501,0.0010411,11670000000.0,83.08,7.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,116.201641
29.19,C7H16O,0.812,14.451,38.432,48.066,0.0010254,11670000000.0,83.08,7.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,116.201641
15.47,C7H16O,0.75,4.137,30.868,31.853,0.0012241,11670000000.0,83.08,7.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,116.201641
20.56,C7H16O,0.735,12.1,33.661,31.795,0.0012287,11570000000.0,82.17,7.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,116.201641
40.74,C6H12O2,0.9247,15.062,41.917,52.122,0.00093922,10580000000.0,74.33,6.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,116.15854200000001
35.28,C6H12O2,0.919,17.916,40.285,48.277,0.0009419,10570000000.0,74.32,6.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,116.15854200000001
25.54,C6H12O2,0.881,17.347,34.376,39.436,0.001146,10490000000.0,73.43,6.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,116.15854200000001
24.78,C6H12O2,0.876,14.59,34.47,36.511,0.0011497,10490000000.0,73.23,6.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,116.15854200000001
23.06,C6H12O2,0.868,12.142,33.147,34.683,0.0011982,10480000000.0,73.22,6.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,116.15854200000001
22.97,C6H12O2,0.869,12.4,33.619,35.877,0.0012153,10480000000.0,73.22,6.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,116.15854200000001
22.49,C6H12O2,0.861,8.251,31.799,32.577,0.0011999,10700000000.0,73.2,6.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,116.15854200000001
24.19,C6H12O2,0.877,15.0,34.186,35.656,0.0011784,10490000000.0,73.23,6.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,116.15854200000001
23.94,C6H12O2,0.874,12.5,33.997,35.109,0.0011687,10490000000.0,73.43,6.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,116.15854200000001
22.7,C6H12O2,0.863,12.142,32.996,34.238,0.0012534,10500000000.0,73.2,6.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,116.15854200000001
35.8,C6H12O2,0.934,6.04,38.48,44.57,0.0010536,10770000000.0,74.31,6.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,116.15854200000001
30.82,C5H8O3,1.008,15.883,37.444,53.893,0.00089259,9300000000.0,64.11,5.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,116.115443
32.51,C5H8O3,1.072,14.674,38.624,43.125,0.00095778,9390000000.0,64.47,5.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,116.115443
24.02,C7H17N,0.772,29.4,37.321,40.145,0.00097746,11960000000.0,85.59,7.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,115.21688
18.01,CH4Cl2Si,1.103,9.87,26.502,26.435,0.0015754,7080000000.0,52.8,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,115.03380399999999
26.07,C6H10O2,1.067,13.82,37.112,44.21,0.00071966,8950000000.0,66.55,6.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,114.14266
31.46,C6H4F2,1.162,8.58,30.324,32.673,0.001264,6820000000.0,55.52,6.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,114.09301032600001
34.86,C6H4F2,1.15,11.05,31.282,32.213,0.0012669,6820000000.0,55.52,6.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,114.09301032600001
34.11,C6H4F2,1.162,10.345999999999998,31.0,32.681,0.001264,6820000000.0,55.52,6.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,114.09301032600001
25.47,C7H15N,0.865,11.6,36.654,38.629,0.00086415,11210000000.0,78.55,7.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,113.200998
35.55,C5H7NO2,1.058,11.78,42.418,64.124,0.00090662,9210000000.0,63.81,5.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,113.1148
26.0,C3H6Cl2,1.1258,8.397,30.915,31.806,0.0011175,7680000000.0,55.16,3.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,112.98566600000001
28.94,C3H6Cl2,1.1496,6.4,31.733,32.03,0.0011132,7640000000.0,54.54,3.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,112.98566600000001
33.93,C3H6Cl2,1.1811,11.92,33.997,34.903,0.0011076,7650000000.0,53.93,3.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,112.98566600000001
21.31,C3H6Cl2,1.1074,2.34,29.145,29.288,0.0011209,7680000000.0,55.16,3.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,112.98566600000001
32.93,C6H5Cl,1.106,9.556,35.053,35.82,0.00094672,7140000000.0,57.84,6.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,112.557045
24.42,C8H16,0.773,10.033,34.954,34.593,0.0010583,10780000000.0,80.62,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
22.32,C8H16,0.777,11.482,34.063,33.225,0.0010573,10990000000.0,81.82,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
25.05,C8H16,0.784,8.33,35.039,34.163000000000004,0.0010819,10220000000.0,80.69,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
23.65,C8H16,0.777,2.01,33.903,32.443000000000005,0.0011083,10990000000.0,81.82,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
25.19,C8H16,0.792,1.64,34.849,33.541,0.0010924,10780000000.0,81.82,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
23.57,C8H16,0.772,10.49,34.253,32.865,0.0011045,10780000000.0,81.82,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
22.59,C8H16,0.762,10.82,33.903,32.722,0.0010892,10780000000.0,81.82,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
24.15,C8H16,0.781,9.865,34.186,33.247,0.0011088,10780000000.0,81.82,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
23.94,C8H16,0.779,9.31,34.281,33.14,0.0011108,10780000000.0,81.82,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
22.52,C8H16,0.759,12.331,33.865,32.477,0.0010983,10780000000.0,81.82,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
22.55,C8H16,0.83,2.41,36.307,35.92,0.00090811,10800000000.0,75.76,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
21.29,C8H16,0.711,15.313,34.092,34.387,0.0011552,11810000000.0,85.23,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
20.94,C8H16,0.716,16.678,33.936,33.668,0.0011731,11800000000.0,85.2,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
21.42,C8H16,0.711,16.678,34.226,33.673,0.0011745,11800000000.0,85.2,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
21.07,C8H16,0.71,16.678,34.092,33.715,0.0011748,11800000000.0,85.2,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
21.2,C8H16,0.723,13.886,33.936,34.113,0.001171,12110000000.0,85.21,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
17.26,C8H16,0.711,8.765,32.204,30.985,0.0011745,12300000000.0,85.19,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
17.98,C8H16,0.717,6.794,32.486,31.927,0.0011728,12290000000.0,85.16,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
31.13,C3H4Cl2,1.2041,9.33,31.47,31.013,0.0011585,7440000000.0,51.04,3.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,110.969784
38.54,C6H6S,1.073,11.447,38.552,39.569,0.00077715,8650000000.0,60.65,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,110.176886
34.22,C7H7F,0.991,8.8,33.6,38.71,0.00096312,7830000000.0,63.09,7.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,110.129170163
23.51,C2H5Br,1.4533,5.858,26.27,27.526,0.0014636,5550000000.0,38.3,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,108.96468499999999
34.59,C3H5ClO2,1.229,11.288,34.847,39.446,0.0010579,7470000000.0,50.72,3.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,108.52363499999998
29.95,C8H12,0.878,9.83,36.721,37.454,0.00091448,9720000000.0,74.8,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,108.181212
29.2,C8H12,0.826,8.253,35.609,35.215,0.0010091,9720000000.0,74.82,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,108.181212
62.58,C6H8N2,0.96,23.076,50.758,57.539,0.00075863,9780000000.0,70.32,6.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,108.14137400000001
42.49,C6H8N2,1.094,16.43,45.362,52.61,0.00089005,8740000000.0,65.98,6.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,108.14137400000001
34.96,C7H8O,0.99,12.89,37.105,39.307,0.00092643,7930000000.0,62.41,7.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,108.138113
36.79,C7H8O,1.041,8.79,42.013,51.66,0.00079275,8110000000.0,64.11,7.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,108.138113
35.76,C7H8O,1.03,10.707,41.744,48.678,0.00076326,8180000000.0,65.03,7.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,108.138113
39.11,C7H9N,0.981,13.4,40.107,43.871,0.00038328,8400000000.0,66.6,7.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,107.15335200000001
36.9,C7H9N,0.982,9.52,41.052,45.328,0.00082778,8320000000.0,66.79,7.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,107.15335200000001
37.8,C7H9N,0.985,8.8,41.821,45.173,0.00081205,8460000000.0,67.53,7.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,107.15335200000001
39.97,C7H9N,0.994,11.66,41.533,45.176,0.0008447,8460000000.0,67.53,7.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,107.15335200000001
22.71,C2H3Br,1.4933,5.504,24.192,24.716,0.0012713,5070000000.0,35.53,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,106.948803
24.94,C5H11Cl,0.878,12.903,32.769,32.601,0.0012211,9320000000.0,66.21,5.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,106.593951
23.36,C5H11Cl,0.865,9.38,31.921,31.857,0.0012243,9320000000.0,66.21,5.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,106.593951
20.0,C5H11Cl,0.86,5.489,30.681,29.619,0.0012256,9320000000.0,66.21,5.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,106.593951
28.59,C8H10,0.865,9.18,35.452,35.915,0.00099795,8800000000.0,69.74,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,106.16533
29.6,C8H10,0.876,13.6,36.234,37.005,0.00096006,8840000000.0,70.66,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,106.16533
28.26,C8H10,0.861,11.569,35.729,36.334,0.00099666,8840000000.0,70.66,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,106.16533
27.92,C8H10,0.858,16.933,35.657,35.821,0.0010032,8840000000.0,70.66,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,106.16533
39.16,C3H6O2S,1.213,16.974,38.582,52.86,0.00077365,7900000000.0,55.01,3.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,106.14347599999999
38.27,C7H6O,1.04,9.32,39.518,42.13,0.0008318,7700000000.0,60.98,7.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,106.122231
60.3,C4H10O3,1.114,16.4,45.972,56.723,0.00075924,8920000000.0,60.7,4.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,106.120585
