surface_tension,molecular_formula,density_liquid,enthalpy_fusion,enthalpy_vaporization,enthalpy_vaporization_boiling,thermal_expansion,VDW_area,VDW_volume,C,Br,Cl,O,F,H,N,I,Si,S,molecular_weight
26.59,C10H22S,0.841,31.0,44.958,47.25899999999999,0.00087742,16580000000.0,120.55,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,174.346902
22.32,C10H22S,0.841,25.786,43.026,49.559,0.00087742,16340000000.0,119.98,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,174.346902
26.8,C10H22S,0.841,25.786,43.026,49.559,0.00085675,16340000000.0,119.98,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,174.346902
22.32,C10H22S,0.841,25.786,43.026,49.559,0.00087742,16340000000.0,119.98,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,174.346902
22.32,C10H22S,0.841,25.786,43.026,49.559,0.00087742,16340000000.0,119.98,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,174.346902
27.8,C10H22S,0.841,25.786,43.026,49.559,0.00087742,16340000000.0,119.98,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,174.346902
39.79,CH2Br2,2.482,8.916,31.733,33.933,0.00095464,5530000000.0,39.43,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,173.833622
27.13,C11H24O,0.831,37.4,44.696,50.089,0.00087525,17080000000.0,124.01,11.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,172.308129
23.3,C10H20O2,0.87,22.502,41.456,43.611,0.00099248,15880000000.0,114.14,10.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,172.26503
20.93,C10H20O2,0.854,18.979,40.63,43.154,0.00099385,15870000000.0,114.13,10.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,172.26503
10.98,C2Cl2F4,1.455,1.51,23.066,23.147,0.0021716,8240000000.0,55.14,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,170.920892652
24.94,C12H26,0.745,36.836,43.073,44.343,0.00086261,17740000000.0,129.64,12.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,170.33534600000002
24.72,C11H22O,0.827,38.33,44.435,48.173,0.00085671,16640000000.0,120.88,11.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,170.292247
29.48,C13H14,0.987,20.097,48.594,51.405,0.00071494,12580000000.0,105.58,13.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,170.250794
29.36,C13H14,0.973,20.097,48.789,51.472,0.00071652,12580000000.0,105.58,13.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,170.250794
28.88,C3H7I,1.739,7.932,32.251,32.163,0.0010774,7300000000.0,53.31,3.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,169.992277
26.62,C3H7I,1.695,4.409,31.019,31.321,0.0011522,7290000000.0,53.3,3.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,169.992277
24.21,C12H24,0.806,20.771,43.851,43.346,0.00085099,16180000000.0,121.54,12.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,168.319464
28.02,C12H24,0.892,22.175,43.927,42.844,0.00085887,15620000000.0,121.61,12.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,168.319464
25.14,C12H24,0.756,19.9,42.803,43.704,0.00091938,17210000000.0,126.15,12.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,168.319464
23.04,C12H24,0.7761,28.3,42.249,44.868,0.00091526,17200000000.0,126.12,12.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,168.319464
23.04,C12H24,0.7761,29.6,42.249,44.868,0.00091526,17200000000.0,126.12,12.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,168.319464
29.35,C3H5I,1.82,6.652,32.317,26.818,0.001062,6770000000.0,49.82,3.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,167.976395
35.75,C2H2Cl4,1.535,10.31,35.627,35.409,0.0011034,8550000000.0,61.9,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,167.848962
35.44,C2H2Cl4,1.587,9.52,36.397,38.488,0.0010966,8420000000.0,62.52,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,167.848962
27.27,C12H22,0.775,29.81,42.976,44.384,0.00088454,17090000000.0,125.76,12.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,166.303582
5.27,C3F6O,1.321,8.38,20.252,21.744,0.0046609,8500000000.0,54.36,3.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,166.022043978
31.65,C2Cl4,1.6156,10.88,34.016,34.344,0.00087892,8500000000.0,58.98,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.83308
25.54,C12H18,0.855,18.41,44.063,44.945,0.00081282,14080000000.0,109.86,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,162.271818
21.2,C12H18,0.852,13.442,41.853,41.618,0.00081329,14040000000.0,101.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,162.271818
25.04,C12H18,0.853,13.442,43.859,42.924,0.00081314,14040000000.0,101.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,162.271818
24.48,C12H18,0.87,20.099,43.28,44.744,0.00081049,14830000000.0,104.46,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,162.271818
24.68,C12H18,0.887,20.099,43.078,44.606,0.00080789,14830000000.0,104.46,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,162.271818
23.08,C12H18,0.8617,11.9,42.711,42.906,0.00081178,14430000000.0,111.56,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,162.271818
28.51,C12H18,0.8887,12.2,45.502,44.084,0.00075891,14100000000.0,112.2,12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,162.271818
26.78,C8H18O3,0.904,27.1,40.491,44.763,0.00099469,14140000000.0,99.82,8.0,0.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,162.22707300000002
36.92,C8H18O3,0.952,20.3,44.535,54.049,0.00083202,14200000000.0,101.0,8.0,0.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,162.22707300000002
28.63,C12H16,0.939,15.27,43.587,47.151,0.00072494,14100000000.0,101.84,12.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,160.25593600000002
28.59,C10H22O,0.825,37.66,44.617,46.517,0.00089475,15730000000.0,113.78,10.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,158.281507
25.01,C10H22O,0.837,25.554,42.837,53.278,0.00090424,15720000000.0,113.77,10.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,158.281507
24.33,C10H22O,0.78,25.8,40.352,41.67,0.0010356,15650000000.0,112.89,10.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,158.281507
25.97,C10H23N,0.791,33.8,43.188,46.841,0.00083704,16000000000.0,116.0,10.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,157.29674599999998
35.91,C6H5Br,1.487,10.702,37.33,37.754,0.00086113,7340000000.0,60.16,6.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,157.007645
30.6,C10H20O,0.828,30.6,42.369,46.728,0.00090126,15290000000.0,110.65,10.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,156.265625
34.62,C12H12,1.014,17.118,47.981,50.208,0.00073278,11260000000.0,96.26,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,156.224172
33.32,C12H12,1.003,17.118,47.641,49.919,0.00073404,11260000000.0,96.26,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,156.224172
35.05,C12H12,1.013,10.6,48.166,50.11600000000001,0.00073289,11260000000.0,96.26,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,156.224172
33.11,C12H12,0.999,17.118,47.622,49.714,0.0007345,11260000000.0,96.26,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,156.224172
33.11,C12H12,0.999,17.118,47.622,49.714,0.0007345,11260000000.0,96.26,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,156.224172
37.95,C12H12,1.004,16.3,48.01,48.015,0.00073392,11230000000.0,95.35,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,156.224172
30.64,C12H12,0.988,17.507,46.748,48.116,0.00073577,11230000000.0,95.35,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,156.224172
28.39,C2H5I,1.95,5.3420000000000005,29.435,30.03,0.0011974,5950000000.0,43.08,2.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,155.965655
4.83,C2ClF5,1.287,1.879,19.313,19.33,0.0038533,7570000000.0,40.26,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,154.466395815
23.46,C11H22,0.793,18.181,40.846,41.171,0.00088992,14830000000.0,111.31,11.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,154.292842
24.59,C11H22,0.8,19.297,41.917,40.836,0.00091192,14270000000.0,111.38,11.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,154.292842
24.4,C11H22,0.747,16.99,40.86,41.728,0.00096473,15860000000.0,115.92,11.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,154.292842
26.29,CCl4,1.583,2.56,29.837,29.84,0.0011552,7280000000.0,52.3,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.82234
26.59,C11H20,0.769,27.22,41.068,42.037,0.00092589,16780000000.0,120.73,11.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,152.27696
27.41,C5H11Br,1.212,11.465,34.47,34.476,0.001161,9600000000.0,68.99,5.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,151.04455099999998
30.53,C6H14S2,0.955,13.81,41.119,41.924,0.00083883,12240000000.0,90.96,6.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,150.305214
51.02,C6H14O4,1.122,31.2,49.777,64.238,0.00053223,12200000000.0,84.86,6.0,0.0,0.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,150.173234
19.53,CH3Cl3Si,1.266,8.945,28.874,28.1,0.0013808,8090000000.0,61.68,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,149.478763
43.63,C6H15NO3,1.12,27.191,48.343,70.685,0.00054319,12710000000.0,89.83,6.0,0.0,0.0,3.0,0.0,15.0,1.0,0.0,0.0,0.0,149.188473
29.1,C11H16,0.855,15.24,42.072,42.265,0.0008447,12850000000.0,100.43,11.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,148.24519600000002
42.58,C3H5Cl3,1.384,12.594,37.321,38.332,0.001177,8690000000.0,62.72,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,147.430625
38.09,C6H4Cl2,1.301,12.922,39.681,39.936,0.00077715,8220000000.0,67.3,6.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,147.002004
35.88,C6H4Cl2,1.283,12.59,38.963,38.99,0.00082162,8220000000.0,67.32,6.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,147.002004
27.77,C8H18S,0.84,24.0,41.552,42.539,0.00093857,13900000000.0,100.09,8.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,146.293658
26.99,C8H18S,0.841,11.497,41.16,35.73699999999999,0.00093838,13860000000.0,100.05,8.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,146.293658
22.55,C8H18S,0.84,20.606,39.242,43.51600000000001,0.00093857,13640000000.0,99.52,8.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,146.293658
22.55,C8H18S,0.84,20.606,39.242,43.657,0.00093857,13640000000.0,99.52,8.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,146.293658
22.55,C8H18S,0.84,20.606,39.242,43.657,0.00093857,13640000000.0,99.52,8.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,146.293658
27.23,C8H18S,0.84,19.426,40.448,39.706,0.00093857,13640000000.0,99.52,8.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,146.293658
48.64,C6H18N4,0.978,33.4,47.981,63.179,0.00079652,13560000000.0,98.62,6.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,146.23419
34.65,C6H10O4,1.101,20.034,40.635,45.368,0.00091976,11340000000.0,78.2,6.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,146.14147
30.7,C6H10O4,1.069,16.511,38.576,46.86,0.00092325,11330000000.0,78.19,6.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,146.14147
25.69,C7H5F3,1.178,13.782,32.204,32.89,0.0010524,8780000000.0,67.17,7.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,146.110094489
38.4,C6H8O4,1.148,14.64,42.028,47.099,0.00088422,10800000000.0,74.68,6.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,144.125588
23.41,C10H22,0.728,28.715,39.059,40.017,0.00094334,15040000000.0,109.18,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
24.0,C10H22,0.723,17.489,38.385,38.138,0.00097868,15030000000.0,109.17,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
24.44,C10H22,0.729,18.698,38.461,38.106,0.00097715,15030000000.0,109.17,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.9,C10H22,0.728,15.188,38.261,38.505,0.00097741,15030000000.0,109.17,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.81,C10H22,0.729,16.64,38.208,37.984,0.00097715,15030000000.0,109.17,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
21.66,C10H22,0.721,14.242,37.421,37.152,0.0009792,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.82,C10H22,0.734,14.61,38.129,38.2,0.00097589,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
21.53,C10H22,0.723,16.0,37.326,37.823,0.00097868,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
22.2,C10H22,0.726,16.0,37.573,37.823,0.00097792,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
22.49,C10H22,0.723,16.0,37.753,38.2,0.00097868,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
22.26,C10H22,0.72,17.3,37.705,38.242,0.00097945,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.15,C10H22,0.735,16.0,37.832,37.614,0.00097563,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.9,C10H22,0.741,17.0,38.042,38.033,0.00097413,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
22.67,C10H22,0.733,15.0,37.66,37.74,0.00097614,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
22.94,C10H22,0.732,15.0,37.794,38.074,0.00097639,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
22.18,C10H22,0.731,14.3,37.479,37.238,0.00097665,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.68,C10H22,0.743,16.0,37.921,37.865,0.00097363,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
22.47,C10H22,0.738,13.935,37.489,37.112,0.00097488,15220000000.0,109.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
20.05,C10H22,0.724,13.935,36.603,36.401,0.00097843,15220000000.0,110.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
20.53,C10H22,0.724,13.935,36.841,36.652,0.00097843,15220000000.0,111.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
20.02,C10H22,0.72,13.935,36.663,36.736,0.00097945,15220000000.0,112.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.32,C10H22,0.745,13.935,37.737,37.196,0.00097313,15220000000.0,113.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.25,C10H22,0.745,14.413,37.708,37.321,0.00097313,15220000000.0,114.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.27,C10H22,0.741,14.413,37.784,37.154,0.00097413,15220000000.0,115.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
21.86,C10H22,0.731,14.413,37.336,37.321,0.00097665,15220000000.0,116.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
20.83,C10H22,0.731,13.935,36.86,36.359,0.00097665,15220000000.0,117.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
22.19,C10H22,0.737,14.413,37.384,37.112,0.00097513,15220000000.0,118.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
19.74,C10H22,0.719,11.0,36.536,36.903,0.00097971,15220000000.0,119.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
21.37,C10H22,0.736,11.0,37.031,36.777,0.00097538,15220000000.0,120.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.99,C10H22,0.752,13.0,37.899,37.196,0.0009714,15220000000.0,121.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
22.14,C10H22,0.739,14.0,37.307,36.652,0.00096543,15220000000.0,122.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.84,C10H22,0.753,12.0,37.822,37.07,0.00097115,15220000000.0,123.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
24.13,C10H22,0.752,14.0,37.956,37.447,0.0009714,15220000000.0,124.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.74,C10H22,0.761,12.4,37.748,36.359,0.00092015,15210000000.0,125.14,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.24,C10H22,0.751,9.0,37.603,36.401,0.00097164,15210000000.0,126.14,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
20.38,C10H22,0.733,10.0,36.612,36.233,0.00097614,15210000000.0,127.14,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
21.81,C10H22,0.742,13.0,37.126,35.062,0.00097388,15210000000.0,128.14,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
20.21,C10H22,0.731,14.0,36.563,35.815,0.00097665,15210000000.0,129.14,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
19.65,C10H22,0.715,9.8,35.571,35.271,0.0010679,15210000000.0,130.14,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
25.17,C10H22,0.765,12.0,38.156,36.987,0.00096822,15210000000.0,131.14,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
21.77,C10H22,0.745,15.0,37.06,36.275,0.00097313,15210000000.0,132.14,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
25.0,C10H22,0.779,9.0,37.87,36.652,0.00096486,15210000000.0,133.14,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
27.15,C10H22,0.779,10.0,38.672,35.02,0.00096486,15210000000.0,135.14,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
26.03,C10H22,0.777,4.958,38.295,36.359,0.00096534,15200000000.0,136.13,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.86,C10H22,0.764,4.958,37.65,35.313,0.00096846,15200000000.0,137.13,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
24.43,C10H22,0.736,18.133,38.338,39.244,0.00097538,15030000000.0,109.17,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.67,C10H22,0.734,18.133,38.065,38.907,0.00097589,15030000000.0,110.17,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
22.21,C10H22,0.732,18.0,37.479,38.116,0.00097639,15030000000.0,109.17,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
22.64,C10H22,0.735,16.0,37.613,37.447,0.00097563,15030000000.0,109.17,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.35,C10H22,0.74,17.0,37.832,37.74,0.00097438,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
21.94,C10H22,0.732,15.0,37.355,37.363,0.00097639,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
22.69,C10H22,0.732,15.0,37.689,37.74,0.00097639,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
24.19,C10H22,0.746,15.0,38.08,37.53,0.00097288,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.82,C10H22,0.746,16.0,37.927,37.656,0.00097288,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
22.56,C10H22,0.737,14.0,37.546,37.698,0.00097513,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
24.05,C10H22,0.747,16.0,38.004,37.74,0.00097263,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.54,C10H22,0.747,14.0,37.794,37.321,0.00097263,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
24.81,C10H22,0.744,11.0,38.357,36.61,0.00097338,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
25.26,C10H22,0.757,15.0,38.319,37.614,0.00097017,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
24.26,C10H22,0.747,15.0,38.09,37.656,0.00097263,15230000000.0,109.16,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
22.41,C10H22,0.745,14.0,37.346,36.694,0.00097313,15220000000.0,124.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
20.01,C10H22,0.73,15.0,36.479,36.233,0.0009769,15220000000.0,124.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
24.74,C10H22,0.76,14.0,38.071,37.196,0.00096944,15220000000.0,124.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.76,C10H22,0.752,14.0,37.803,37.238,0.0009714,15220000000.0,124.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.53,C10H22,0.751,10.0,37.727,37.154,0.00097164,15220000000.0,124.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.8,C10H22,0.752,15.0,37.822,37.07,0.0009714,15220000000.0,124.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
21.68,C10H22,0.737,13.0,37.155,36.819,0.00097513,15220000000.0,124.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
24.55,C10H22,0.76,13.0,37.994,37.112,0.00096944,15220000000.0,124.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
24.36,C10H22,0.76,13.0,37.918,36.987,0.00096944,15220000000.0,124.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
22.96,C10H22,0.754,16.631,37.435,36.359,0.00097091,15220000000.0,124.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
26.9,C10H22,0.775,16.079,38.644,37.53,0.00096582,15220000000.0,124.15,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
26.98,C10H22,0.778,10.242,38.625,36.484,0.0009651,15210000000.0,135.14,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
22.54,C10H22,0.753,10.794,37.269,36.15,0.00097115,15210000000.0,135.14,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
26.74,C10H22,0.773,10.794,38.619,37.028,0.00096629,15210000000.0,135.14,10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
38.35,C11H10,1.017,6.95,45.585,45.821,0.00075544,9840000000.0,85.11,11.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,142.19755
24.32,C8H14O2,0.891,18.255,37.864,40.2,0.0010995,12960000000.0,90.18,8.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,142.19590399999998
29.75,CH3I,2.28,9.1,26.659,27.32,0.0013459,4600000000.0,32.85,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,141.939033
35.75,C5H10Cl2,1.096,17.1,39.633,40.974,0.00099173,10350000000.0,74.39,5.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,141.03891
25.27,C10H20,0.787,15.591,39.614,38.953,0.00093473,13480000000.0,101.08,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,140.26622
26.51,C10H20,0.818,14.159,39.614,38.744,0.00095266,12920000000.0,101.15,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,140.26622
